player;team;appearances;average_rating;fantasy_average;goals;goals_conceded;penalties;penalties_saved;assists;yellow_cards;red_cards;season
Ruiz;NAP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Stulac;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Rosati;FIO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Scozzarella;MON;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Kingsley;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Contini;SAM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Arthur Melo;JUV;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Brancolini;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Agoume;INT;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Bleve;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Majer;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Berardi A.;VER;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Muldur;SAS;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Gemello;TOR;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Benkovic;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Carles Perez;ROM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Moro;LAZ;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Horvath;TOR;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Calafiori;ROM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Frabotta;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Damsgaard;SAM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Vignali;SPE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Bartolomei;CRE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Molina N.;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Boer;ROM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Leo' Sena;SPE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Gasparini;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Oddei;SAS;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Kokorin;FIO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
DARBOE;ROM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Amey;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Urbanski;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Raimondo;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Bertini;LAZ;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
CORTINOVIS;VER;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Furlan;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Ferrarini;MON;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
KAMENOVIC;LAZ;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Cavion;SAL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Kornvig;SPE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Di Mariano;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Adamonis;LAZ;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Kechrida;SAL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Kaio Jorge;JUV;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
MARFELLA;NAP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
SHER;SPE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Theate;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Molla;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Russo;SAL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Piana;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Gondo;CRE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Podgoreanu;SPE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Viti;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
NGUIAMBA;SPE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Motoc;SAL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Lazetic;MIL;0;0.0;0.0;0;0;0 / 0;0;0;1;0;2022-23
Praszelik;VER;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Mikael;SAL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Trimboli;SAM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Cisse';ATA;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Bertola;SPE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Bagnolini;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Buta;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Sorrentino A.;MON;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Tenkorang;CRE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Ndiaye;CRE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Ravanelli;CRE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Fiordaliso;CRE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Strizzolo;CRE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
BJORKENGREN;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Ciezkowski;CRE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Casadei;INT;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
MICAI;SAL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Chiesa M.;VER;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Samek;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Degli Innocenti;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Tripi;ROM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
SARO;CRE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Normann;LEC;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Guarino;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Garbett;TOR;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Carboni V.;INT;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Vasquez D.;MIL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Zeefuik;VER;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Faticanti;ROM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Martinelli T.;FIO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2022-23
Cisse';ATA;1;0.7;1.0;1;0;0 / 0;0;0;0;0;2021-22
Volpato;ROM;1;0.65;0.95;1;0;0 / 0;0;0;0;0;2021-22
Forestieri;UDI;3;6.83;0.9;2;0;0 / 0;0;1;1;0;2021-22
Immobile;LAZ;31;0.65;8.92;27;0;7 / 9;0;2;4;0;2021-22
Berardi;SAS;33;6.68;8.3;15;0;6 / 6;0;13;9;0;2021-22
Vlahovic;JUV;36;6.35;8.29;24;0;5 / 6;0;3;4;0;2021-22
Bove;ROM;2;0.65;0.8;1;0;0 / 0;0;0;0;0;2021-22
Martinez L.;INT;33;6.33;7.97;21;0;3 / 6;0;3;6;0;2021-22
Osimhen;NAP;27;6.37;7.87;14;0;0 / 0;0;2;5;1;2021-22
Mertens;NAP;24;6.42;7.81;11;0;1 / 1;0;1;2;0;2021-22
Zapata D.;ATA;24;6.42;7.77;10;0;3 / 3;0;4;3;0;2021-22
Rafael Leao;MIL;34;6.51;7.72;11;0;0 / 0;0;10;4;0;2021-22
Caprari;VER;34;6.47;7.68;12;0;2 / 2;0;7;4;0;2021-22
Abraham;ROM;37;6.3;7.66;17;0;3 / 3;0;4;9;0;2021-22
Deulofeu;UDI;34;6.43;7.59;13;0;1 / 1;0;5;9;0;2021-22
Milinkovic-Savic;LAZ;37;6.46;7.54;11;0;0 / 0;0;10;4;1;2021-22
Dzeko;INT;35;6.29;7.54;13;0;0 / 0;0;6;2;0;2021-22
Muriel;ATA;26;6.19;7.52;9;0;2 / 2;0;8;1;0;2021-22
Pasalic;ATA;33;6.2;7.52;13;0;0 / 0;0;6;3;0;2021-22
Scamacca;SAS;33;6.15;0.75;16;0;1 / 1;0;0;7;0;2021-22
Ibrahimovic;MIL;18;6.39;0.75;8;0;0 / 1;0;2;2;0;2021-22
Santander;BOL;2;6.25;0.75;1;0;0 / 0;0;0;1;0;2021-22
Barak;VER;29;6.28;7.45;11;0;4 / 4;0;3;4;0;2021-22
Arnautovic;BOL;33;6.33;7.45;14;0;2 / 3;0;1;6;0;2021-22
Simeone;VER;35;6.07;7.44;17;0;0 / 1;0;4;8;0;2021-22
Dybala;JUV;29;6.31;7.36;10;0;1 / 2;0;5;3;0;2021-22
Giroud;MIL;29;6.19;7.36;11;0;2 / 2;0;3;4;0;2021-22
Belotti;TOR;22;6.2;7.32;8;0;3 / 3;0;1;1;0;2021-22
Gabbiadini;SAM;16;6.16;7.31;6;0;0 / 0;0;2;3;0;2021-22
Perisic;INT;35;6.49;7.29;8;0;1 / 1;0;6;4;0;2021-22
Beto;UDI;28;6.11;7.27;11;0;0 / 0;0;0;1;0;2021-22
Pellegrini Lo.;ROM;28;6.36;7.18;9;0;2 / 3;0;3;6;1;2021-22
Pinamonti;EMP;36;6.04;7.1;13;0;4 / 4;0;1;4;0;2021-22
Verdi;SAL;17;6.06;7.06;6;0;1 / 1;0;0;3;0;2021-22
Insigne;NAP;32;6.19;7.06;11;0;9 / 13;0;8;2;0;2021-22
Pedro;LAZ;32;6.17;7.06;9;0;0 / 0;0;4;5;0;2021-22
Ruiz;NAP;31;6.29;7.06;7;0;0 / 0;0;4;2;0;2021-22
Traore' Hj.;SAS;27;6.28;7.04;7;0;0 / 0;0;1;3;0;2021-22
Bonazzoli;SAL;31;6.15;7.02;10;0;2 / 2;0;0;6;0;2021-22
Calhanoglu;INT;33;6.18;7.02;7;0;3 / 3;0;12;11;0;2021-22
Gonzalez N.;FIO;33;6.24;0.7;7;0;3 / 3;0;6;2;1;2021-22
Maldini;MIL;3;6.17;0.7;1;0;0 / 0;0;0;1;0;2021-22
Joao Pedro;CAG;37;6.01;6.97;13;0;3 / 4;0;4;9;0;2021-22
Candreva;SAM;36;6.29;6.96;7;0;1 / 2;0;10;6;1;2021-22
Verde;SPE;33;6.15;6.94;8;0;1 / 2;0;6;2;0;2021-22
Zaccagni;LAZ;30;0.63;6.93;6;0;1 / 1;0;4;6;0;2021-22
Raspadori;SAS;36;6.08;6.9;10;0;0 / 0;0;4;7;1;2021-22
Mkhitaryan;ROM;31;6.27;6.89;5;0;0 / 0;0;6;2;1;2021-22
Barella;INT;36;6.44;6.88;3;0;0 / 0;0;11;9;0;2021-22
Sabiri;SAM;13;6.15;6.88;3;0;0 / 0;0;2;3;0;2021-22
Morata;JUV;35;6.04;6.86;9;0;1 / 1;0;4;5;0;2021-22
Kalinic;VER;13;6.04;6.85;4;0;0 / 0;0;1;3;1;2021-22
Brekalo;TOR;31;6.11;6.84;7;0;0 / 0;0;2;1;0;2021-22
Destro;GEN;27;5.87;6.83;9;0;0 / 0;0;1;4;0;2021-22
Orsolini;BOL;26;6.06;6.83;6;0;2 / 2;0;3;2;0;2021-22
Ilicic;ATA;17;6.32;6.82;3;0;0 / 1;0;3;1;0;2021-22
Chiesa;JUV;14;6.25;6.82;2;0;0 / 0;0;2;0;0;2021-22
Sanchez;INT;22;6.05;6.82;5;0;0 / 0;0;2;0;0;2021-22
Malinovskyi;ATA;30;0.62;0.68;6;0;0 / 0;0;5;10;0;2021-22
Luis Alberto;LAZ;34;6.13;6.79;5;0;0 / 0;0;10;5;0;2021-22
Bajrami;EMP;34;6.16;6.79;6;0;3 / 3;0;5;3;0;2021-22
Dumfries;INT;32;6.23;6.78;5;0;0 / 0;0;4;3;0;2021-22
Saponara;FIO;24;6.29;6.77;3;0;0 / 0;0;3;1;0;2021-22
Zielinski;NAP;34;6.09;6.75;6;0;0 / 0;0;5;1;0;2021-22
Nestorovski;UDI;4;0.6;6.75;1;0;0 / 0;0;0;1;0;2021-22
Djuricic;SAS;10;0.61;6.75;2;0;0 / 0;0;1;1;0;2021-22
Caputo;SAM;38;5.87;6.75;11;0;0 / 1;0;4;1;0;2021-22
Sanabria;TOR;25;6.04;6.74;6;0;0 / 0;0;1;3;0;2021-22
Samardzic;UDI;13;6.12;6.73;2;0;0 / 0;0;2;0;0;2021-22
Caicedo;INT;9;6.22;6.72;1;0;0 / 0;0;2;1;0;2021-22
Barrow;BOL;33;5.98;6.71;6;0;0 / 0;0;6;0;0;2021-22
Success;UDI;19;6.16;6.71;2;0;0 / 0;0;6;1;1;2021-22
Bonucci;JUV;23;6.07;6.7;5;0;3 / 3;0;0;1;0;2021-22
Aramu;VEN;32;6.08;6.7;7;0;3 / 4;0;5;6;0;2021-22
Correa;INT;26;0.6;6.69;6;0;0 / 0;0;1;2;0;2021-22
Felipe Anderson;LAZ;38;6.03;6.68;6;0;0 / 0;0;8;2;0;2021-22
Criscito;GEN;20;5.98;6.68;6;0;6 / 7;0;1;4;0;2021-22
Hernandez T.;MIL;32;6.28;6.67;5;0;1 / 2;0;5;5;2;2021-22
Lozano;NAP;29;6.03;6.67;5;0;0 / 0;0;5;3;0;2021-22
Jovane;LAZ;3;5.67;6.67;1;0;0 / 0;0;0;0;0;2021-22
Tonali;MIL;34;6.29;6.66;5;0;0 / 0;0;2;9;0;2021-22
Henry;VEN;31;5.95;6.66;9;0;0 / 0;0;2;4;1;2021-22
Koulibaly;NAP;27;6.41;6.65;3;0;0 / 0;0;1;5;1;2021-22
Petagna;NAP;14;5.96;6.64;3;0;0 / 0;0;1;1;0;2021-22
Bremer;TOR;33;6.44;6.64;3;0;0 / 0;0;1;7;0;2021-22
Gagliardini;INT;15;6.17;6.63;2;0;0 / 0;0;2;2;0;2021-22
Torreira;FIO;29;6.24;6.62;5;0;0 / 0;0;1;8;1;2021-22
Pereiro;CAG;19;5.87;6.61;4;0;0 / 0;0;2;1;0;2021-22
Molina N.;UDI;35;6.04;0.66;7;0;0 / 0;0;2;5;1;2021-22
Zurkowski;EMP;33;6.05;6.58;6;0;0 / 0;0;2;5;0;2021-22
Tameze;VER;37;6.26;6.58;4;0;0 / 0;0;2;4;0;2021-22
Mari';UDI;15;6.27;6.57;2;0;0 / 0;0;0;1;1;2021-22
Shomurodov;ROM;21;5.98;6.57;3;0;0 / 0;0;4;2;0;2021-22
Cuadrado;JUV;32;6.23;6.56;4;0;0 / 0;0;3;9;0;2021-22
Kean;JUV;24;5.94;6.56;5;0;0 / 0;0;2;5;0;2021-22
Djuric;SAL;32;6.06;6.56;5;0;1 / 1;0;4;6;0;2021-22
Faraoni;VER;32;6.14;6.55;4;0;0 / 0;0;5;6;1;2021-22
Smalling;ROM;25;6.26;6.54;3;0;0 / 0;0;0;0;0;2021-22
Koopmeiners;ATA;28;6.21;6.54;4;0;0 / 0;0;1;4;0;2021-22
Cabral;FIO;12;0.6;6.54;2;0;0 / 0;0;1;1;0;2021-22
Lukic;TOR;35;6.13;6.53;5;0;3 / 3;0;4;10;0;2021-22
Kessie';MIL;30;6.05;6.52;6;0;2 / 3;0;0;2;0;2021-22
Fares;TOR;9;5.83;0.65;2;0;0 / 0;0;1;2;0;2021-22
Veretout;ROM;35;0.61;0.65;4;0;1 / 2;0;8;6;0;2021-22
Okaka;UDI;1;0.65;0.65;0;0;0 / 0;0;0;1;0;2021-22
Gemello;TOR;1;0.65;0.65;0;0;0 / 0;0;0;0;0;2021-22
Messias;MIL;26;5.88;0.65;5;0;0 / 0;0;2;2;0;2021-22
Pobega;TOR;31;6.26;0.65;4;0;0 / 0;0;1;11;0;2021-22
Udogie;UDI;34;6.03;0.65;5;0;0 / 0;0;3;4;0;2021-22
Cancellieri;VER;5;0.6;0.65;1;0;0 / 0;0;0;1;0;2021-22
Okereke;VEN;29;5.9;0.65;7;0;0 / 0;0;0;5;1;2021-22
Bertola;SPE;1;0.65;0.65;0;0;0 / 0;0;0;0;0;2021-22
Skriniar;INT;35;6.27;6.49;3;0;0 / 0;0;0;3;0;2021-22
Di Francesco F.;EMP;25;5.92;6.48;5;0;0 / 0;0;0;2;0;2021-22
Bonaventura;FIO;31;6.08;6.47;4;0;0 / 0;0;4;6;1;2021-22
De Ligt;JUV;31;6.21;6.47;3;0;0 / 0;0;1;2;1;2021-22
Coulibaly M.;SAL;12;0.6;6.46;2;0;0 / 0;0;0;1;0;2021-22
Frattesi;SAS;36;6.18;6.46;4;0;0 / 0;0;3;6;0;2021-22
Rebic;MIL;22;6.14;6.45;2;0;0 / 0;0;2;2;0;2021-22
Florenzi;MIL;20;6.18;6.45;2;0;0 / 0;0;0;2;0;2021-22
Politano;NAP;32;6.09;6.45;3;0;0 / 0;0;4;3;0;2021-22
Rrahmani;NAP;33;6.15;6.44;4;0;0 / 0;0;0;5;0;2021-22
Elmas;NAP;33;6.09;6.44;3;0;0 / 0;0;4;3;0;2021-22
Locatelli;JUV;29;6.12;6.43;3;0;0 / 0;0;3;6;0;2021-22
Dimarco;INT;25;0.62;6.42;2;0;0 / 1;0;3;1;0;2021-22
La Mantia;EMP;13;5.96;6.42;2;0;0 / 0;0;0;0;0;2021-22
Mckennie;JUV;19;5.97;6.42;3;0;0 / 0;0;0;1;0;2021-22
Lazovic;VER;34;6.15;6.41;1;0;0 / 0;0;7;2;0;2021-22
Brozovic;INT;35;0.63;0.64;2;0;0 / 0;0;1;7;0;2021-22
Calabria;MIL;26;6.13;6.4;2;0;0 / 0;0;2;2;0;2021-22
Singo;TOR;35;6.13;0.64;3;0;0 / 0;0;4;5;1;2021-22
Kalulu;MIL;24;6.27;6.4;1;0;0 / 0;0;2;4;0;2021-22
Bastoni S.;SPE;29;6.1;6.4;3;0;0 / 0;0;3;5;1;2021-22
Ederson D.s.;SAL;15;0.61;0.64;2;0;0 / 0;0;1;5;0;2021-22
Lobotka;NAP;22;6.3;6.39;1;0;0 / 0;0;0;2;0;2021-22
Miranchuk;ATA;19;5.87;6.39;2;0;0 / 0;0;4;0;0;2021-22
Pjaca;TOR;21;5.95;6.38;3;0;0 / 0;0;0;0;0;2021-22
Lazzari;LAZ;29;6.02;6.38;3;0;0 / 0;0;3;3;0;2021-22
Di Lorenzo;NAP;33;6.21;6.38;1;0;0 / 0;0;4;3;0;2021-22
Darmian;INT;23;6.15;6.37;2;0;0 / 0;0;1;4;0;2021-22
Bennacer;MIL;29;6.22;6.36;2;0;0 / 0;0;1;7;0;2021-22
Pussetto;UDI;25;5.86;6.36;4;0;1 / 1;0;2;4;0;2021-22
Sottil;FIO;22;5.95;6.36;3;0;0 / 0;0;2;2;1;2021-22
Praet;TOR;23;6.07;6.35;2;0;0 / 0;0;2;3;0;2021-22
Piatek;FIO;13;5.88;6.35;3;0;0 / 1;0;0;0;0;2021-22
D'ambrosio;INT;16;6.16;6.34;1;0;0 / 0;0;1;2;0;2021-22
Conti;SAM;6;5.92;6.33;1;0;0 / 0;0;0;1;0;2021-22
Stulac;EMP;21;5.98;6.33;2;0;0 / 0;0;2;1;0;2021-22
De Sciglio;JUV;17;6.15;6.32;1;0;0 / 0;0;2;2;1;2021-22
Bourabia;SPE;8;0.6;6.31;1;0;0 / 0;0;0;1;0;2021-22
Zambo Anguissa;NAP;23;6.37;6.3;0;0;0 / 0;0;1;5;0;2021-22
Kulusevski;JUV;14;5.89;6.29;1;0;0 / 0;0;3;1;0;2021-22
Scalvini;ATA;14;6.11;6.29;1;0;0 / 0;0;0;1;0;2021-22
Acerbi;LAZ;29;5.91;6.28;4;0;0 / 0;0;0;1;1;2021-22
Sansone;BOL;23;0.6;6.28;2;0;0 / 0;0;3;6;0;2021-22
Bastoni;INT;31;6.18;6.27;1;0;0 / 0;0;2;4;0;2021-22
Gosens;INT;11;6.05;6.27;1;0;0 / 0;0;1;3;0;2021-22
Tomori;MIL;31;6.34;6.27;0;0;0 / 0;0;0;4;0;2021-22
Carles Perez;ROM;14;6.04;6.25;1;0;0 / 0;0;1;2;0;2021-22
Asllani;EMP;18;6.08;6.25;1;0;0 / 0;0;1;2;0;2021-22
Hickey;BOL;36;5.89;6.24;5;0;0 / 0;0;1;7;0;2021-22
Pavoletti;CAG;28;5.8;6.23;5;0;0 / 0;0;1;9;0;2021-22
Pereyra;UDI;24;5.98;6.23;3;0;1 / 2;0;5;8;1;2021-22
El Shaarawy;ROM;24;5.88;6.23;3;0;0 / 0;0;0;1;0;2021-22
Danilo;JUV;22;6.14;6.23;1;0;0 / 0;0;2;6;0;2021-22
Keita B.;CAG;20;5.78;6.22;3;0;0 / 0;0;1;2;0;2021-22
De Silvestri;BOL;30;5.97;6.22;3;0;0 / 0;0;2;7;0;2021-22
Agudelo;SPE;23;5.85;6.22;3;0;0 / 0;0;1;1;1;2021-22
Vecino;INT;10;5.95;0.62;1;0;0 / 0;0;0;2;0;2021-22
Zappacosta;ATA;32;6.05;6.2;1;0;0 / 0;0;5;6;0;2021-22
Svanberg;BOL;35;5.94;6.19;3;0;0 / 0;0;3;7;0;2021-22
Henderson L.;EMP;32;5.97;6.19;2;0;0 / 0;0;3;4;0;2021-22
Lasagna;VER;27;5.85;6.17;2;0;0 / 0;0;3;1;0;2021-22
Quagliarella;SAM;30;5.73;6.17;4;0;1 / 1;0;2;2;0;2021-22
Demiral;ATA;26;6.13;6.17;1;0;0 / 0;0;2;8;0;2021-22
Crnigoj;VEN;32;5.89;6.16;3;0;0 / 0;0;1;3;0;2021-22
Schouten;BOL;17;6.03;6.15;1;0;0 / 0;0;1;2;1;2021-22
Biraghi;FIO;37;5.99;6.14;4;0;1 / 2;0;1;3;1;2021-22
Pellegri;TOR;11;5.91;6.14;1;0;0 / 0;0;0;1;0;2021-22
Vidal;INT;25;6.02;6.14;1;0;0 / 0;0;1;3;0;2021-22
Diaz B.;MIL;29;5.79;6.14;3;0;0 / 0;0;3;4;0;2021-22
Cambiaso;GEN;25;5.96;6.14;1;0;0 / 0;0;4;3;1;2021-22
Mario Rui;NAP;34;6.09;6.13;0;0;0 / 0;0;5;7;0;2021-22
Chiellini;JUV;19;6.18;6.13;0;0;0 / 0;0;0;2;0;2021-22
Castrovilli;FIO;23;6.04;6.13;1;0;0 / 0;0;1;4;0;2021-22
Cutrone;EMP;24;5.77;6.12;3;0;0 / 0;0;0;1;0;2021-22
Saelemaekers;MIL;34;5.97;6.12;1;0;0 / 0;0;3;2;0;2021-22
Podgoreanu;SPE;4;5.88;6.12;0;0;0 / 0;0;1;0;0;2021-22
Krunic;MIL;23;6.09;6.11;0;0;0 / 0;0;1;2;0;2021-22
Zakaria;JUV;9;5.72;6.11;1;0;0 / 0;0;1;1;0;2021-22
Terzic;FIO;9;6.06;6.11;0;0;0 / 0;0;1;1;0;2021-22
De Roon;ATA;30;5.92;0.61;3;0;0 / 0;0;0;5;1;2021-22
Duncan;FIO;31;5.89;6.1;2;0;0 / 0;0;2;3;0;2021-22
Nuytinck;UDI;26;5.98;6.1;1;0;0 / 0;0;1;2;0;2021-22
Rodrigo Becao;UDI;35;6.04;0.61;2;0;0 / 0;0;1;10;0;2021-22
Rovella;GEN;20;6.08;0.61;0;0;0 / 0;0;3;5;0;2021-22
Bellanova;CAG;31;6.02;6.1;1;0;0 / 0;0;1;3;0;2021-22
Maggiore;SPE;35;5.97;0.61;2;0;0 / 0;0;3;9;0;2021-22
Maleh;FIO;24;5.92;6.1;2;0;0 / 0;0;1;5;0;2021-22
Manaj;SPE;29;5.83;6.09;5;0;2 / 3;0;0;9;0;2021-22
Lopez M.;SAS;34;6.07;6.09;2;0;0 / 0;0;1;14;0;2021-22
Dominguez;BOL;27;6.13;6.09;0;0;0 / 0;0;3;8;0;2021-22
Ibanez;ROM;32;5.92;6.08;3;0;0 / 0;0;0;9;0;2021-22
Altare;CAG;18;6.06;6.08;1;0;0 / 0;0;0;5;0;2021-22
Bianchi F.;GEN;6;5.58;6.08;1;0;0 / 0;0;0;0;0;2021-22
Oliveira;ROM;13;5.81;6.08;2;0;1 / 1;0;0;5;0;2021-22
Cataldi;LAZ;30;6.02;6.07;1;0;0 / 0;0;2;7;0;2021-22
Ansaldi;TOR;15;5.93;6.07;0;0;0 / 0;0;3;2;0;2021-22
Gyasi;SPE;36;5.76;6.07;6;0;0 / 0;0;0;10;0;2021-22
Ricci S.;TOR;30;0.6;6.07;1;0;0 / 0;0;1;2;1;2021-22
Mancuso;EMP;7;5.64;6.07;1;0;0 / 0;0;0;0;0;2021-22
Theate;BOL;30;5.93;6.07;2;0;0 / 0;0;1;6;0;2021-22
Gondo;SAL;14;5.89;6.07;1;0;0 / 0;0;0;1;0;2021-22
Rog;CAG;8;5.94;6.06;0;0;0 / 0;0;1;0;0;2021-22
Piccoli;GEN;9;5.72;6.06;1;0;0 / 0;0;0;0;0;2021-22
Ikone';FIO;16;5.84;6.06;1;0;0 / 0;0;1;1;0;2021-22
Defrel;SAS;31;5.82;6.05;2;0;0 / 0;0;2;3;0;2021-22
Amrabat;FIO;19;6.03;6.05;1;0;0 / 0;0;0;6;0;2021-22
Juan Jesus;NAP;14;0.6;6.04;1;0;0 / 0;0;0;1;0;2021-22
Amiri;GEN;12;5.96;6.04;0;0;0 / 0;0;1;0;0;2021-22
Yoshida;SAM;24;5.79;6.04;2;0;0 / 0;0;3;2;0;2021-22
Afena-Gyan;ROM;14;5.79;6.04;2;0;0 / 0;0;0;3;1;2021-22
Romagnoli S.;EMP;18;5.89;6.03;2;0;0 / 0;0;0;3;0;2021-22
Deiola;CAG;32;5.7;6.03;4;0;0 / 0;0;1;5;0;2021-22
Mandragora;TOR;18;6.11;6.03;0;0;0 / 0;0;2;5;1;2021-22
Nzola;SPE;18;5.69;6.03;2;0;0 / 0;0;1;2;0;2021-22
Ribery;SAL;23;0.6;6.02;0;0;0 / 0;0;2;3;0;2021-22
Erlic;SPE;30;0.59;6.02;2;0;0 / 0;0;0;5;0;2021-22
Ilic;VER;32;0.6;6.02;1;0;0 / 0;0;3;5;1;2021-22
Dezi;VEN;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Samir;UDI;17;6.15;0.6;0;0;0 / 0;0;0;5;0;2021-22
Spinazzola;ROM;2;6.25;0.6;0;0;0 / 0;0;0;1;0;2021-22
Palomino;ATA;33;6.05;0.6;1;0;0 / 0;0;0;9;0;2021-22
Ounas;NAP;9;6.06;0.6;0;0;0 / 0;0;0;1;0;2021-22
Kolarov;INT;2;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Crociata;EMP;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Odriozola;FIO;25;5.92;0.6;1;0;0 / 0;0;2;4;1;2021-22
Retsos;VER;1;0.6;0.6;0;0;0 / 0;0;0;0;0;2021-22
Pessina;ATA;25;5.84;0.6;1;0;0 / 0;0;1;0;0;2021-22
