player;team;appearances;average_rating;fantasy_average;goals;goals_conceded;penalties;penalties_saved;assists;yellow_cards;red_cards;season
Nunziante;UDI;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Lezzerini;FIO;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Godfrey;ATA;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Rog;CAG;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Frigan;PAR;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Cuenca H.;GEN;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Toniolo;VER;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Cavlina;COM;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Balentien;MIL;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Odogu;MIL;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Palacios T.;INT;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Ferrante;NAP;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Calligaris;INT;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Guaita;PAR;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Tornqvist;COM;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Sherri;CAG;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Tchoca;TOR;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Przyborek;LAZ;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Raterink;CAG;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Lahdo;COM;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Siviero;TOR;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Pannozzo;LAZ;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Giacomone;LAZ;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
Mosconi;INT;0;0,0;0,0;0;0;0 / 0;0;0;0;0;2025-26
